"BRIN.NUMMER";"PROVINCIE.x";"BEVOEGD.GEZAG.NUMMER";"INSTELLINGSNAAM";"STRAATNAAM";"HUISNUMMER.TOEVOEGING";"POSTCODE";"PLAATSNAAM";"GEMEENTENUMMER";"GEMEENTENAAM.x";"DENOMINATIE";"TELEFOONNUMMER";"INTERNETADRES";"STRAATNAAM.CORRESPONDENTIEADRES";"HUISNUMMER.TOEVOEGING.CORRESPONDENTIEADRES";"POSTCODE.CORRESPONDENTIEADRES";"PLAATSNAAM.CORRESPONDENTIEADRES";"NODAAL.GEBIED.CODE";"NODAAL.GEBIED.NAAM";"RPA.GEBIED.CODE";"RPA.GEBIED.NAAM";"WGR.GEBIED.CODE";"WGR.GEBIED.NAAM";"COROPGEBIED.CODE";"COROPGEBIED.NAAM";"ONDERWIJSGEBIED.CODE";"ONDERWIJSGEBIED.NAAM";"RMC.REGIO.CODE";"RMC.REGIO.NAAM";"VESTIGINGSNUMMER";"NAAM_INSTELLING";"GEMEENTENAAM.y";"PROVINCIE.y";"SWV";"BEVOEGD_GEZAG_NUMMER";"TOTAAL";"TOTAAL_JONGER_8";"TOTAAL_8_EO";"TOTAAL_GEW00";"TOTAAL_GEW03";"TOTAAL_GEW12";"TOTAAL_NOAT";"TOTAAL_BEKOSTIGD";"BEK_JONGER_8";"BEK_8_EO";"BEK_GEW00";"BEK_GEW03";"BEK_GEW12";"BEK_NOAT";"TOTAAL_NIET_BEKOSTIGD";"NIETBEK_JONGER_8";"NIETBEK_8_EO";"NIETBEK_GEW00";"NIETBEK_GEW03";"NIETBEK_GEW12";"NIETBEK_NOAT";"lat";"lon";"NOATPCT";"DESC"
"31";"10OW";"Noord-Holland";41023;"Antonius";"Lastageweg";"50";"1011 DB";"AMSTERDAM";363;"AMSTERDAM";"Rooms-Katholiek";206238963;"www.sint-antoniusschool.nl";"Lastageweg";"50";"1011 DB";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"Antonius";"AMSTERDAM";"Noord-Holland";"PO2707";41023;207;100;107;201;2;4;48;207;100;107;201;2;4;48;0;0;0;0;0;0;0;52.3731754;4.9023387;23.1884057971014;"br />  <br /> 207 <br /> 23.1884057971014"
"32";"10RG";"Noord-Holland";41595;"Jan Woudsmaschool";"Jaargetijden";"4";"1109 AR";"AMSTERDAM";363;"AMSTERDAM";"Protestants-Christelijk";294450190;"www.janwoudsmaschool.nl";"Jaargetijden";"4";"1109 AR";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"Jan Woudsmaschool";"AMSTERDAM";"Noord-Holland";"PO2707";41595;150;69;81;150;0;0;0;150;69;81;150;0;0;0;0;0;0;0;0;0;0;52.3054071;5.0193929;0;"br />  <br /> 150 <br /> 0"
"33";"11LY";"Noord-Holland";81316;"Oecumenische Basisschool Frankendael";"Hogeweg";"61";"1098 CA";"AMSTERDAM";363;"AMSTERDAM";"Protestants-Christelijk";204638100;"www.frankendaelschool.nl";"Hogeweg";"61-63";"1098 CA";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"Frankendael";"AMSTERDAM";"Noord-Holland";"PO2707";81316;266;165;101;251;3;12;75;266;165;101;251;3;12;75;0;0;0;0;0;0;0;52.3561722;4.9345246;28.1954887218045;"br />  <br /> 266 <br /> 28.1954887218045"
"34";"11WV";"Noord-Holland";43864;"Onze Wereld";"Kortvoort";"61-E";"1104 NA";"AMSTERDAM";363;"AMSTERDAM";"Samenwerking PC, RK";206907305;"                                                                                ";"Kortvoort";"61-E";"1104 NA";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"Onze Wereld";"AMSTERDAM";"Noord-Holland";"PO2707";43864;165;86;79;115;27;23;65;165;86;79;115;27;23;65;0;0;0;0;0;0;0;52.315838;4.970323;39.3939393939394;"br />  <br /> 165 <br /> 39.3939393939394"
"35";"12GF";"Noord-Holland";43864;"Polsstok";"EGoli";"2";"1103 AC";"AMSTERDAM";363;"AMSTERDAM";"Samenwerking PC, RK";206951360;"www.polsstok.nl";"EGoli";"2";"1103 AC";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"Polsstok";"AMSTERDAM";"Noord-Holland";"PO2707";43864;363;180;183;286;25;52;118;362;179;183;285;25;52;117;1;1;0;1;0;0;1;52.3224559;4.9602435;32.5068870523416;"br />  <br /> 363 <br /> 32.5068870523416"
"36";"12LG";"Noord-Holland";81316;"Oecumenische basisschool Oranje Nassau";"Ribesstraat";"13-15";"1032 JR";"AMSTERDAM";363;"AMSTERDAM";"Protestants-Christelijk";206360005;"www.onassauschool.nl";"Ribesstraat";"13-15";"1032 JR";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"Oranje Nassau";"AMSTERDAM";"Noord-Holland";"PO2707";81316;208;106;102;163;22;23;100;207;105;102;162;22;23;100;1;1;0;1;0;0;0;52.3932372;4.9160319;48.0769230769231;"br />  <br /> 208 <br /> 48.0769230769231"
"37";"12ON";"Noord-Holland";81316;"Oecumenische basisschool Nautilus";"Theophile de Bockstraat";"100-C";"1058 VC";"AMSTERDAM";363;"AMSTERDAM";"Protestants-Christelijk";206173656;"www.denautilus.net";"Theophile de Bockstraat";"100-C";"1058 VC";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"Nautilus";"AMSTERDAM";"Noord-Holland";"PO2707";81316;235;141;94;212;9;14;15;234;140;94;211;9;14;15;1;1;0;1;0;0;0;52.3550856;4.8459576;6.38297872340426;"br />  <br /> 235 <br /> 6.38297872340426"
"38";"12TM";"Noord-Holland";81316;"Oecumenische basisschool de Driemaster";"Binnenvaart";"1";"1034 SG";"AMSTERDAM";363;"AMSTERDAM";"Protestants-Christelijk";206319882;"www.3master.nl";"Binnenvaart";"1";"1034 SG";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"de Driemaster";"AMSTERDAM";"Noord-Holland";"PO2707";81316;359;187;172;311;15;33;182;359;187;172;311;15;33;182;0;0;0;0;0;0;0;52.4090557;4.9184297;50.6963788300836;"br />  <br /> 359 <br /> 50.6963788300836"
"39";"12WS";"Noord-Holland";43864;"Oecumenische Basisschool Achtsprong";"Flierbosdreef";"101";"1102 BV";"AMSTERDAM";363;"AMSTERDAM";"Samenwerking PC, RK";206967257;"www.achtsprong.nl";"Flierbosdreef";"101";"1102 BV";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"Oec Basissch Achtsprong";"AMSTERDAM";"Noord-Holland";"PO2707";43864;248;135;113;145;39;64;144;246;135;111;145;39;62;144;2;0;2;0;0;2;0;52.3127964;4.9583235;58.0645161290323;"br />  <br /> 248 <br /> 58.0645161290323"
"40";"12ZS";"Noord-Holland";81316;"P. Chr. basisschool Immanuel";"Jan de Louterstraat";"90";"1063 KX";"AMSTERDAM";363;"AMSTERDAM";"Protestants-Christelijk";206131883;"www.immanuelschool.nl";"Jan de Louterstraat";"90";"1063 KX";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"Immanuel";"AMSTERDAM";"Noord-Holland";"PO2707";81316;191;93;98;139;14;38;159;191;93;98;139;14;38;159;0;0;0;0;0;0;0;52.3808486;4.817428;83.2460732984293;"br />  <br /> 191 <br /> 83.2460732984293"
"41";"13CD";"Noord-Holland";81316;"Oecumenische basisschool Wereldschool Amsterdam";"Revaleiland";"1-A";"1014 ZG";"AMSTERDAM";363;"AMSTERDAM";"Protestants-Christelijk";206829907;"www.wereldschoolamsterdam.nl";"Revaleiland";"1-A";"1014 ZG";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"Wereldschool Amsterdam";"AMSTERDAM";"Noord-Holland";"PO2707";81316;340;184;156;311;12;17;102;336;183;153;307;12;17;101;4;1;3;4;0;0;1;52.392929;4.8790628;30;"br />  <br /> 340 <br /> 30"
"42";"13CN";"Noord-Holland";43864;"Knotwilg";"Vreeswijkpad";"5";"1106 DV";"AMSTERDAM";363;"AMSTERDAM";"Samenwerking PC, RK";206973510;"www.knotwilg.nl";"Vreeswijkpad";"5";"1106 DV";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"Knotwilg";"AMSTERDAM";"Noord-Holland";"PO2707";43864;265;122;143;218;23;24;88;263;122;141;217;22;24;86;2;0;2;1;1;0;2;52.2974647;4.9843785;33.2075471698113;"br />  <br /> 265 <br /> 33.2075471698113"
"43";"13FM";"Noord-Holland";81316;"Oecumenische basisschool de Visserschool";"Columbusplein";"34";"1057 VB";"AMSTERDAM";363;"AMSTERDAM";"Protestants-Christelijk";206180481;"www.devisserschool.nl";"Columbusplein";"34";"1057 VB";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"De Visserschool";"AMSTERDAM";"Noord-Holland";"PO2707";81316;203;138;65;167;3;33;112;203;138;65;167;3;33;112;0;0;0;0;0;0;0;52.3667878;4.8548372;55.1724137931034;"br />  <br /> 203 <br /> 55.1724137931034"
"44";"13FR";"Noord-Holland";81316;"Oecumenische basisschool Valentijn";"Soembawastraat";"63";"1095 VZ";"AMSTERDAM";363;"AMSTERDAM";"Protestants-Christelijk";206656723;"www.devalentijnschool.nl";"Soembawastraat";"63";"1095 VZ";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"Valentijn";"AMSTERDAM";"Noord-Holland";"PO2707";81316;96;36;60;54;7;35;80;96;36;60;54;7;35;80;0;0;0;0;0;0;0;52.3630769;4.9439681;83.3333333333333;"br />  <br /> 96 <br /> 83.3333333333333"
"45";"13HX";"Noord-Holland";43864;"Samenspel (locatie Kantershof)";"Kantershof";"636";"1104 HJ";"AMSTERDAM";363;"AMSTERDAM";"Samenwerking PC, RK";204165195;"www.bssamenspel.nl";"Kantershof";"636";"1104 HJ";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"Samenspel (loc. Kantershof)";"AMSTERDAM";"Noord-Holland";"PO2707";43864;349;69;280;255;48;46;146;349;69;280;255;48;46;146;0;0;0;0;0;0;0;52.3192104;4.9856334;41.8338108882521;"br />  <br /> 349 <br /> 41.8338108882521"
"46";"13HX";"Noord-Holland";43864;"Samenspel (locatie Kantershof)";"Kantershof";"636";"1104 HJ";"AMSTERDAM";363;"AMSTERDAM";"Samenwerking PC, RK";204165195;"www.bssamenspel.nl";"Kantershof";"636";"1104 HJ";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";2;"Samenspel (loc. Kantershof)";"AMSTERDAM";"Noord-Holland";"PO2707";43864;182;177;5;120;24;38;84;182;177;5;120;24;38;84;0;0;0;0;0;0;0;52.3192104;4.9856334;46.1538461538462;"br />  <br /> 182 <br /> 46.1538461538462"
"47";"13KX";"Noord-Holland";81316;"Oecumenische basisschool Ichthus";"Louis Davidsstraat";"101";"1068 SJ";"AMSTERDAM";363;"AMSTERDAM";"Protestants-Christelijk";206191243;"www.deichthusschool.nl";"Louis Davidsstraat";"101";"1068 SJ";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"Ichthusschool";"AMSTERDAM";"Noord-Holland";"PO2707";81316;356;220;136;325;10;21;147;356;220;136;325;10;21;147;0;0;0;0;0;0;0;52.3520256;4.8102567;41.2921348314607;"br />  <br /> 356 <br /> 41.2921348314607"
"48";"13MS";"Noord-Holland";81316;"Oecumenische basisschool Dr Rijk Kramer";"Nassaukade";"124";"1052 EC";"AMSTERDAM";363;"AMSTERDAM";"Protestants-Christelijk";206820837;"www.rijkkramer.nl";"Nassaukade";"124";"1052 EC";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";1;"Dr Rijk Kramer";"AMSTERDAM";"Noord-Holland";"PO2707";81316;148;72;76;129;11;8;54;147;72;75;128;11;8;54;1;0;1;1;0;0;0;52.3737856;4.8743868;36.4864864864865;"br />  <br /> 148 <br /> 36.4864864864865"
"49";"13MS";"Noord-Holland";81316;"Oecumenische basisschool Dr Rijk Kramer";"Nassaukade";"124";"1052 EC";"AMSTERDAM";363;"AMSTERDAM";"Protestants-Christelijk";206820837;"www.rijkkramer.nl";"Nassaukade";"124";"1052 EC";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"Dr Rijk Kramer";"AMSTERDAM";"Noord-Holland";"PO2707";81316;483;240;243;467;4;12;76;483;240;243;467;4;12;76;0;0;0;0;0;0;0;52.3737856;4.8743868;15.7349896480331;"br />  <br /> 483 <br /> 15.7349896480331"
"50";"13MZ";"Noord-Holland";43864;"Klaverblad";"Darlingstraat";"1";"1102 MX";"AMSTERDAM";363;"AMSTERDAM";"Samenwerking PC, RK";206950062;"www.bsklaverblad.nl";"Darlingstraat";"1";"1102 MX";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"Klaverblad";"AMSTERDAM";"Noord-Holland";"PO2707";43864;277;158;119;171;55;51;103;277;158;119;171;55;51;103;0;0;0;0;0;0;0;52.3198629;4.9498049;37.1841155234657;"br />  <br /> 277 <br /> 37.1841155234657"
"51";"13PR";"Noord-Holland";81316;"Oecumenische basisschool Professor Dr. H. Kraemer";"Nieuwe Laan";"34";"1068 BZ";"AMSTERDAM";363;"AMSTERDAM";"Protestants-Christelijk";206190094;"www.kraemerschool.nl";"Nieuwe Laan";"34";"1068 BZ";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"Prof. Dr. H. Kraemer";"AMSTERDAM";"Noord-Holland";"PO2707";81316;199;103;96;129;8;62;162;199;103;96;129;8;62;162;0;0;0;0;0;0;0;52.3628298;4.7990519;81.4070351758794;"br />  <br /> 199 <br /> 81.4070351758794"
"52";"13RO";"Noord-Holland";43864;"Mobiel";"Reigersbos";"313";"1107 EZ";"AMSTERDAM";363;"AMSTERDAM";"Samenwerking PC, RK";206973735;"www.bsmobiel.nl";"Reigersbos";"313";"1107 EZ";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"Mobiel";"AMSTERDAM";"Noord-Holland";"PO2707";43864;243;124;119;194;23;26;79;243;124;119;194;23;26;79;0;0;0;0;0;0;0;52.2940195;4.9757173;32.5102880658436;"br />  <br /> 243 <br /> 32.5102880658436"
"53";"13TM";"Noord-Holland";81316;"Oecumenische basisschool Timotheusschool";"Sam van Houtenstraat";"2";"1067 JM";"AMSTERDAM";363;"AMSTERDAM";"Protestants-Christelijk";206132699;"www.timotheusschool.nl";"Sam van Houtenstraat";"2";"1067 JM";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"Timotheusschool";"AMSTERDAM";"Noord-Holland";"PO2707";81316;498;267;231;356;38;104;394;498;267;231;356;38;104;394;0;0;0;0;0;0;0;52.3796026;4.8053169;79.1164658634538;"br />  <br /> 498 <br /> 79.1164658634538"
"54";"13VH";"Noord-Holland";81316;"Oecumenische basisschool Pro Rege school";"Hemsterhuisstraat";"87-A";"1065 JX";"AMSTERDAM";363;"AMSTERDAM";"Protestants-Christelijk";206152736;"www.proregeschool.nl";"Hemsterhuisstraat";"87-A";"1065 JX";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"Pro Rege school";"AMSTERDAM";"Noord-Holland";"PO2707";81316;575;296;279;557;7;11;218;575;296;279;557;7;11;218;0;0;0;0;0;0;0;52.3609105;4.8228241;37.9130434782609;"br />  <br /> 575 <br /> 37.9130434782609"
"55";"13WU";"Noord-Holland";41023;"Montessori Basisschool de Regenboog";"Woudrichemstraat";"3-5";"1107 NE";"AMSTERDAM";363;"AMSTERDAM";"Rooms-Katholiek";206972176;"www.regenboogamsterdam.net";"Woudrichemstraat";"3-5";"1107 NE";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"De Regenboog";"AMSTERDAM";"Noord-Holland";"PO2707";41023;227;118;109;206;3;18;65;225;116;109;204;3;18;65;2;2;0;2;0;0;0;52.293572;4.9867444;28.6343612334802;"br />  <br /> 227 <br /> 28.6343612334802"
"56";"13WX";"Noord-Holland";81316;"P. Chr. Johannesschool";"Evertsweertplantsoen";"3-B";"1069 RK";"AMSTERDAM";363;"AMSTERDAM";"Protestants-Christelijk";206190466;"www.johannesschool.com";"Evertsweertplantsoen";"3-B";"1069 RK";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"Johannesschool";"AMSTERDAM";"Noord-Holland";"PO2707";81316;192;87;105;117;13;62;151;192;87;105;117;13;62;151;0;0;0;0;0;0;0;52.3560519;4.7934316;78.6458333333333;"br />  <br /> 192 <br /> 78.6458333333333"
"57";"14AI";"Noord-Holland";81316;"Oecumenische basisschool  Noordmansschool";"Louis Couperusstraat";"131";"1064 CE";"AMSTERDAM";363;"AMSTERDAM";"Protestants-Christelijk";206133545;"www.noordmansschool.nl";"Louis Couperusstraat";"131";"1064 CE";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"Noordmansschool";"AMSTERDAM";"Noord-Holland";"PO2707";81316;268;79;189;187;11;70;230;265;79;186;185;11;69;229;3;0;3;2;0;1;1;52.3759128;4.8242845;85.8208955223881;"br />  <br /> 268 <br /> 85.8208955223881"
"58";"14DP";"Noord-Holland";81316;"Oecumenische Jenaplan basisschool Atlantis";"Schuitenhuisstraat";"5";"1069 WK";"AMSTERDAM";363;"AMSTERDAM";"Protestants-Christelijk";206670001;"www.jenaplanschoolatlantis.nl";"Schuitenhuisstraat";"5";"1069 WK";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"Atlantis";"AMSTERDAM";"Noord-Holland";"PO2707";81316;214;120;94;195;3;16;117;214;120;94;195;3;16;117;0;0;0;0;0;0;0;52.3575013;4.786777;54.6728971962617;"br />  <br /> 214 <br /> 54.6728971962617"
"59";"14GL";"Noord-Holland";81316;"Oecumenische basisschool De Kinderboom";"Adelaarsweg";"113";"1021 BZ";"AMSTERDAM";363;"AMSTERDAM";"Protestants-Christelijk";206368172;"www.dekinderboom.nl";"Adelaarsweg";"113";"1021 BZ";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"De Kinderboom";"AMSTERDAM";"Noord-Holland";"PO2707";81316;167;83;84;83;33;51;110;167;83;84;83;33;51;110;0;0;0;0;0;0;0;52.3886074;4.9202676;65.8682634730539;"br />  <br /> 167 <br /> 65.8682634730539"
"60";"14JC";"Noord-Holland";81316;"Oecumenische basisschool De Capelle";"Rode Kruisstraat";"18";"1025 KN";"AMSTERDAM";363;"AMSTERDAM";"Protestants-Christelijk";206367723;"www.decapelle.nl";"Rode Kruisstraat";"18";"1025 KN";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";1;"De Capelle";"AMSTERDAM";"Noord-Holland";"PO2707";81316;223;108;115;211;4;8;85;223;108;115;211;4;8;85;0;0;0;0;0;0;0;52.3942368;4.9322995;38.1165919282511;"br />  <br /> 223 <br /> 38.1165919282511"
"61";"14JC";"Noord-Holland";81316;"Oecumenische basisschool De Capelle";"Rode Kruisstraat";"18";"1025 KN";"AMSTERDAM";363;"AMSTERDAM";"Protestants-Christelijk";206367723;"www.decapelle.nl";"Rode Kruisstraat";"18";"1025 KN";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"De Capelle";"AMSTERDAM";"Noord-Holland";"PO2707";81316;224;133;91;180;38;6;48;224;133;91;180;38;6;48;0;0;0;0;0;0;0;52.3942368;4.9322995;21.4285714285714;"br />  <br /> 224 <br /> 21.4285714285714"
"62";"14LP";"Noord-Holland";81316;"Oecumenische basisschool De Vijf Sterren";"Markengouw";"245-A";"1024 EA";"AMSTERDAM";363;"AMSTERDAM";"Protestants-Christelijk";206367624;"www.basisschooldevijfsterren.nl";"Markengouw";"245-A";"1024 EA";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"De Vijf Sterren";"AMSTERDAM";"Noord-Holland";"PO2707";81316;378;188;190;210;72;96;227;378;188;190;210;72;96;227;0;0;0;0;0;0;0;52.3943665;4.9594025;60.0529100529101;"br />  <br /> 378 <br /> 60.0529100529101"
"63";"15RG";"Noord-Holland";41023;"St Jozef-School";"Kalfjeslaan";"370";"1081 JA";"AMSTERDAM";363;"AMSTERDAM";"Rooms-Katholiek";206432020;"www.sintjozefschoolamsterdam.nl";"Kalfjeslaan";"370";"1081 JA";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"St Jozef-School";"AMSTERDAM";"Noord-Holland";"PO2707";41023;474;254;220;474;0;0;42;474;254;220;474;0;0;42;0;0;0;0;0;0;0;52.322206;4.8603293;8.86075949367089;"br />  <br /> 474 <br /> 8.86075949367089"
"64";"15YE";"Noord-Holland";41023;"De Botteloef";"Overslag";"1";"1034 RR";"AMSTERDAM";363;"AMSTERDAM";"Rooms-Katholiek";206317184;"www.botteloef.nl";"Overslag";"1";"1034 RR";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"De Botteloef";"AMSTERDAM";"Noord-Holland";"PO2707";41023;197;89;108;139;15;43;81;197;89;108;139;15;43;81;0;0;0;0;0;0;0;52.41087;4.9180489;41.1167512690355;"br />  <br /> 197 <br /> 41.1167512690355"
"65";"16AD";"Noord-Holland";41023;"De Boomgaard";"Gibraltarstraat";"61";"1055 NK";"AMSTERDAM";363;"AMSTERDAM";"Rooms-Katholiek";206822270;"www.boomgaardschool.nl";"Gibraltarstraat";"61";"1055 NK";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"De Boomgaard";"AMSTERDAM";"Noord-Holland";"PO2707";41023;275;214;61;244;13;18;125;275;214;61;244;13;18;125;0;0;0;0;0;0;0;52.3838337;4.8500204;45.4545454545455;"br />  <br /> 275 <br /> 45.4545454545455"
"66";"16DF";"Noord-Holland";41023;"De Bron";"Van Beuningenstraat";"141";"1051 XM";"AMSTERDAM";363;"AMSTERDAM";"Rooms-Katholiek";206864913;"www.bronschool.nl";"Van Beuningenstraat";"141";"1051 XM";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"De Bron";"AMSTERDAM";"Noord-Holland";"PO2707";41023;267;159;108;249;7;11;116;267;159;108;249;7;11;116;0;0;0;0;0;0;0;52.3823423;4.8744788;43.4456928838951;"br />  <br /> 267 <br /> 43.4456928838951"
"67";"16EP";"Noord-Holland";41023;"St Janschool";"Kortenaerstraat";"30";"1057 JN";"AMSTERDAM";363;"AMSTERDAM";"Rooms-Katholiek";206187481;"www.stjanschool.nl";"Kortenaerstraat";"30";"1057 JN";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"St Janschool";"AMSTERDAM";"Noord-Holland";"PO2707";41023;414;230;184;372;4;38;137;414;230;184;372;4;38;137;0;0;0;0;0;0;0;52.3693916;4.8623091;33.0917874396135;"br />  <br /> 414 <br /> 33.0917874396135"
