"BRIN.NUMMER";"PROVINCIE.x";"BEVOEGD.GEZAG.NUMMER";"INSTELLINGSNAAM";"STRAATNAAM";"HUISNUMMER.TOEVOEGING";"POSTCODE";"PLAATSNAAM";"GEMEENTENUMMER";"GEMEENTENAAM.x";"DENOMINATIE";"TELEFOONNUMMER";"INTERNETADRES";"STRAATNAAM.CORRESPONDENTIEADRES";"HUISNUMMER.TOEVOEGING.CORRESPONDENTIEADRES";"POSTCODE.CORRESPONDENTIEADRES";"PLAATSNAAM.CORRESPONDENTIEADRES";"NODAAL.GEBIED.CODE";"NODAAL.GEBIED.NAAM";"RPA.GEBIED.CODE";"RPA.GEBIED.NAAM";"WGR.GEBIED.CODE";"WGR.GEBIED.NAAM";"COROPGEBIED.CODE";"COROPGEBIED.NAAM";"ONDERWIJSGEBIED.CODE";"ONDERWIJSGEBIED.NAAM";"RMC.REGIO.CODE";"RMC.REGIO.NAAM";"VESTIGINGSNUMMER";"NAAM_INSTELLING";"GEMEENTENAAM.y";"PROVINCIE.y";"SWV";"BEVOEGD_GEZAG_NUMMER";"TOTAAL";"TOTAAL_JONGER_8";"TOTAAL_8_EO";"TOTAAL_GEW00";"TOTAAL_GEW03";"TOTAAL_GEW12";"TOTAAL_NOAT";"TOTAAL_BEKOSTIGD";"BEK_JONGER_8";"BEK_8_EO";"BEK_GEW00";"BEK_GEW03";"BEK_GEW12";"BEK_NOAT";"TOTAAL_NIET_BEKOSTIGD";"NIETBEK_JONGER_8";"NIETBEK_8_EO";"NIETBEK_GEW00";"NIETBEK_GEW03";"NIETBEK_GEW12";"NIETBEK_NOAT";"lat";"lon";"NOATPCT";"DESC"
"105";"20SE";"Noord-Holland";41579;"Brede School Huizinga";"Jacob Geelstraat";"54";"1065 VT";"AMSTERDAM";363;"AMSTERDAM";"Openbaar";206152523;"www.huizingaschool.nl";"Jacob Geelstraat";"54";"1065 VT";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"Huizingaschool";"AMSTERDAM";"Noord-Holland";"PO2707";41579;251;125;126;155;10;86;193;250;124;126;155;10;85;193;1;1;0;0;0;1;0;52.3596766;4.8309791;76.8924302788845;"br />  <br /> 251 <br /> 76.8924302788845"
"106";"20SG";"Noord-Holland";41663;"Brede School De kinkerbuurt";"Borgerstraat";"109";"1053 PE";"AMSTERDAM";363;"AMSTERDAM";"Openbaar";206120177;"www.kinkerbuurtschool.nl";"Borgerstraat";"109";"1053 PE";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"Brede School De Kinkerbuurt";"AMSTERDAM";"Noord-Holland";"PO2707";41663;355;197;158;328;1;26;36;353;195;158;326;1;26;36;2;2;0;2;0;0;0;52.3646703;4.8657565;10.1408450704225;"br />  <br /> 355 <br /> 10.1408450704225"
"107";"20SH";"Noord-Holland";42553;"Openbare Bassischool IJPlein";"Gedempte Insteekhaven";"85";"1021 RA";"AMSTERDAM";363;"AMSTERDAM";"Openbaar";206341046;"                                                                                ";"Gedempte Insteekhaven";"85";"1021 RA";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"OBS IJPlein";"AMSTERDAM";"Noord-Holland";"PO2707";42553;156;79;77;92;30;34;115;156;79;77;92;30;34;115;0;0;0;0;0;0;0;52.3816242;4.9135409;73.7179487179487;"br />  <br /> 156 <br /> 73.7179487179487"
"108";"20SJ";"Noord-Holland";41774;"Linnaeus";"Derde Oosterparkstraat";"360";"1092 SE";"AMSTERDAM";363;"AMSTERDAM";"Openbaar";206655394;"www.linnaeusschool.nl";"Derde Oosterparkstraat";"360";"1092 SE";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"Linnaeus";"AMSTERDAM";"Noord-Holland";"PO2707";41774;154;75;79;138;1;15;99;154;75;79;138;1;15;99;0;0;0;0;0;0;0;52.3586803;4.9253388;64.2857142857143;"br />  <br /> 154 <br /> 64.2857142857143"
"109";"20SK";"Noord-Holland";41579;"Louis Bouwmeesterschool";"Louis Bouwmeesterstraat";"14";"1065 KW";"AMSTERDAM";363;"AMSTERDAM";"Openbaar";206150381;"www.louisbouwmeesterschool.nl";"Louis Bouwmeesterstraat";"14";"1065 KW";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"Louis Bouwmeester";"AMSTERDAM";"Noord-Holland";"PO2707";41579;251;103;148;179;16;56;174;251;103;148;179;16;56;174;0;0;0;0;0;0;0;52.3556929;4.8210621;69.3227091633466;"br />  <br /> 251 <br /> 69.3227091633466"
"110";"20SL";"Noord-Holland";41579;"OBS de Toekomst";"August Allebeplein";"7";"1062 AA";"AMSTERDAM";363;"AMSTERDAM";"Openbaar";206152400;"www.obsdetoekomst.nl";"August Allebeplein";"7";"1062 AA";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"OBS de Toekomst";"AMSTERDAM";"Noord-Holland";"PO2707";41579;210;92;118;137;19;54;191;209;91;118;137;19;53;190;1;1;0;0;0;1;1;52.3631307;4.8392895;90.9523809523809;"br />  <br /> 210 <br /> 90.9523809523809"
"111";"20TP";"Noord-Holland";41716;"De Ster";"Woudrichemstraat";"8";"1107 NG";"AMSTERDAM";363;"AMSTERDAM";"Openbaar";206967866;"www.obsdester.nl";"Woudrichemstraat";"8";"1107 NG";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"De Ster";"AMSTERDAM";"Noord-Holland";"PO2707";41716;113;68;45;68;13;32;80;112;67;45;67;13;32;80;1;1;0;1;0;0;0;52.2942853;4.9876908;70.7964601769911;"br />  <br /> 113 <br /> 70.7964601769911"
"112";"20TQ";"Noord-Holland";41663;"Rosa Boekdrukker";"Vancouverstraat";"3";"1056 DT";"AMSTERDAM";363;"AMSTERDAM";"Openbaar";206128000;"www.rosaboekdrukker.nl";"Vancouverstraat";"3";"1056 DT";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"Rosa Boekdrukker";"AMSTERDAM";"Noord-Holland";"PO2707";41663;294;179;115;241;17;36;133;294;179;115;241;17;36;133;0;0;0;0;0;0;0;52.3731982;4.8553329;45.2380952380952;"br />  <br /> 294 <br /> 45.2380952380952"
"113";"20TR";"Noord-Holland";41781;"Merkelbach";"Arent Janszoon Ernststr";"128";"1082 LP";"AMSTERDAM";363;"AMSTERDAM";"Openbaar";206428845;"www.merkelbachschool.nl";"Arent Janszoon Ernststr";"128";"1082 LP";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"Merkelbach";"AMSTERDAM";"Noord-Holland";"PO2707";41781;140;65;75;128;6;6;60;140;65;75;128;6;6;60;0;0;0;0;0;0;0;52.3326814;4.8777958;42.8571428571429;"br />  <br /> 140 <br /> 42.8571428571429"
"114";"20TS";"Noord-Holland";41781;"Basisschool De Wielewaal 1e Montessori-School";"Corellistraat";"1";"1077 HA";"AMSTERDAM";363;"AMSTERDAM";"Openbaar";206736193;"                                                                                ";"Corellistraat";"1";"1077 HA";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"Basisschool De Wielewaal";"AMSTERDAM";"Noord-Holland";"PO2707";41781;290;147;143;290;0;0;3;290;147;143;290;0;0;3;0;0;0;0;0;0;0;52.3492619;4.8794548;1.03448275862069;"br />  <br /> 290 <br /> 1.03448275862069"
"115";"20TT";"Noord-Holland";41663;"Basisschool Het Winterkoninkje 2e Montessori-School";"Hasebroekstraat";"113";"1053 CS";"AMSTERDAM";363;"AMSTERDAM";"Openbaar";206188563;"www.winterkoninkje.nl";"Hasebroekstraat";"113";"1053 CS";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"Bs Het Winterkoninkje";"AMSTERDAM";"Noord-Holland";"PO2707";41663;393;211;182;385;0;8;68;392;210;182;384;0;8;68;1;1;0;1;0;0;0;52.3652539;4.8615506;17.3027989821883;"br />  <br /> 393 <br /> 17.3027989821883"
"116";"20TV";"Noord-Holland";41774;"Basisschool D Pinksterbloem 4e Montessori-School";"Weesperzijde";"57";"1091 EG";"AMSTERDAM";363;"AMSTERDAM";"Openbaar";206941189;"www.depinksterbloem.nl";"Weesperzijde";"57";"1091 EG";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"Bs De Pinksterbloem";"AMSTERDAM";"Noord-Holland";"PO2707";41774;383;206;177;372;2;9;62;382;205;177;371;2;9;62;1;1;0;1;0;0;0;52.3547578;4.9085434;16.1879895561358;"br />  <br /> 383 <br /> 16.1879895561358"
"117";"20TW";"Noord-Holland";41774;"5e Montessorischool Watergraafsmeer";"Herschelstraat";"4";"1098 JA";"AMSTERDAM";363;"AMSTERDAM";"Openbaar";206946208;"www.5mw.nl";"Herschelstraat";"4";"1098 JA";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"5e Mont Watergraafsmeer";"AMSTERDAM";"Noord-Holland";"PO2707";41774;596;317;279;587;2;7;40;596;317;279;587;2;7;40;0;0;0;0;0;0;0;52.354335;4.9382716;6.71140939597315;"br />  <br /> 596 <br /> 6.71140939597315"
"118";"20TX";"Noord-Holland";41781;"Basisschool Anne Frank 6e Montessori-School";"Niersstraat";"41";"1078 VJ";"AMSTERDAM";363;"AMSTERDAM";"Openbaar";206640482;"www.annefrank-montessori.nl";"Niersstraat";"41";"1078 VJ";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";1;"Basisschool Anne Frank";"AMSTERDAM";"Noord-Holland";"PO2707";41781;245;154;91;242;0;3;66;245;154;91;242;0;3;66;0;0;0;0;0;0;0;52.3426438;4.893574;26.9387755102041;"br />  <br /> 245 <br /> 26.9387755102041"
"119";"20TX";"Noord-Holland";41781;"Basisschool Anne Frank 6e Montessori-School";"Niersstraat";"41";"1078 VJ";"AMSTERDAM";363;"AMSTERDAM";"Openbaar";206640482;"www.annefrank-montessori.nl";"Niersstraat";"41";"1078 VJ";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";2;"Basisschool Anne Frank";"AMSTERDAM";"Noord-Holland";"PO2707";41781;323;190;133;317;4;2;63;323;190;133;317;4;2;63;0;0;0;0;0;0;0;52.3426438;4.893574;19.5046439628483;"br />  <br /> 323 <br /> 19.5046439628483"
"120";"20TX";"Noord-Holland";41781;"Basisschool Anne Frank 6e Montessori-School";"Niersstraat";"41";"1078 VJ";"AMSTERDAM";363;"AMSTERDAM";"Openbaar";206640482;"www.annefrank-montessori.nl";"Niersstraat";"41";"1078 VJ";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"Basisschool Anne Frank";"AMSTERDAM";"Noord-Holland";"PO2707";41781;343;199;144;343;0;0;57;343;199;144;343;0;0;57;0;0;0;0;0;0;0;52.3426438;4.893574;16.6180758017493;"br />  <br /> 343 <br /> 16.6180758017493"
"121";"20TX";"Noord-Holland";41781;"Basisschool Anne Frank 6e Montessori-School";"Niersstraat";"41";"1078 VJ";"AMSTERDAM";363;"AMSTERDAM";"Openbaar";206640482;"www.annefrank-montessori.nl";"Niersstraat";"41";"1078 VJ";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";3;"Basisschool Anne Frank";"AMSTERDAM";"Noord-Holland";"PO2707";41781;49;0;49;42;3;4;22;49;0;49;42;3;4;22;0;0;0;0;0;0;0;52.3426438;4.893574;44.8979591836735;"br />  <br /> 49 <br /> 44.8979591836735"
"122";"20UP";"Noord-Holland";41579;"7e Montessorischool, Openbare School voor Basisonderwijs";"Nachtwachtlaan";"35";"1058 EB";"AMSTERDAM";363;"AMSTERDAM";"Openbaar";206836646;"www.7emontessori.nl";"Nachtwachtlaan";"35";"1058 EB";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"7e Montessorischool";"AMSTERDAM";"Noord-Holland";"PO2707";41579;498;253;245;460;8;30;184;498;253;245;460;8;30;184;0;0;0;0;0;0;0;52.3605994;4.8439384;36.9477911646586;"br />  <br /> 498 <br /> 36.9477911646586"
"123";"20UV";"Noord-Holland";41663;"Basisschool De Meidoorn 10e Montessori-School";"Chassestraat";"59";"1057 JA";"AMSTERDAM";363;"AMSTERDAM";"Openbaar";206160106;"www.10emeidoorn.nl";"Chassestraat";"59";"1057 JA";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"Basisschool De Meidoorn";"AMSTERDAM";"Noord-Holland";"PO2707";41663;323;152;171;290;8;25;95;323;152;171;290;8;25;95;0;0;0;0;0;0;0;52.3690676;4.8612921;29.4117647058824;"br />  <br /> 323 <br /> 29.4117647058824"
"124";"20VA";"Noord-Holland";41781;"Openbare Basisschool Jordaan";"Elandsstraat";"99";"1016 RX";"AMSTERDAM";363;"AMSTERDAM";"Openbaar";206239900;"www.14e-montessori.nl";"Elandsstraat";"99";"1016 RX";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"OBS Jordaan";"AMSTERDAM";"Noord-Holland";"PO2707";41781;419;224;195;416;1;2;15;419;224;195;416;1;2;15;0;0;0;0;0;0;0;52.3704708;4.8810328;3.5799522673031;"br />  <br /> 419 <br /> 3.5799522673031"
"125";"20VE";"Noord-Holland";41716;"Basisschool Gaasperdam 16e Montessori-School";"Vreeswijkpad";"6";"1106 DV";"AMSTERDAM";363;"AMSTERDAM";"Openbaar";206963262;"www.16montessori.nl";"Vreeswijkpad";"6";"1106 DV";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"Basisschool Gaasperdam";"AMSTERDAM";"Noord-Holland";"PO2707";41716;189;91;98;179;9;1;29;189;91;98;179;9;1;29;0;0;0;0;0;0;0;52.2968623;4.9843107;15.3439153439153;"br />  <br /> 189 <br /> 15.3439153439153"
"126";"20VG";"Noord-Holland";41663;"Narcis Querido";"Jan den Haenstraat";"41";"1055 WC";"AMSTERDAM";363;"AMSTERDAM";"Openbaar";206847424;"www.narcisquerido.nl";"Jan den Haenstraat";"41";"1055 WC";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"Narcis Querido";"AMSTERDAM";"Noord-Holland";"PO2707";41663;190;96;94;107;22;61;162;190;96;94;107;22;61;162;0;0;0;0;0;0;0;52.3794301;4.8602968;85.2631578947368;"br />  <br /> 190 <br /> 85.2631578947368"
"127";"20VI";"Noord-Holland";41716;"Openbare Basisschool Nellestein Dalton-School";"Leksmondplein";"31";"1108 EL";"AMSTERDAM";363;"AMSTERDAM";"Openbaar";206964563;"                                                                                ";"Leksmondplein";"31";"1108 EL";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"OBS Nellestein";"AMSTERDAM";"Noord-Holland";"PO2707";41716;376;196;180;298;38;40;174;375;195;180;297;38;40;174;1;1;0;1;0;0;0;52.3088033;4.9805806;46.2765957446808;"br />  <br /> 376 <br /> 46.2765957446808"
"128";"20VJ";"Noord-Holland";41781;"Nicolaas Maes";"Nicolaas Maesstraat";"124-126";"1071 RH";"AMSTERDAM";363;"AMSTERDAM";"Openbaar";208201124;"www.nicolaasmaes.nl";"Nicolaas Maesstraat";"124-126";"1071 RH";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"Nicolaas Maes";"AMSTERDAM";"Noord-Holland";"PO2707";41781;496;283;213;485;7;4;39;495;282;213;484;7;4;38;1;1;0;1;0;0;1;52.3540459;4.8758626;7.86290322580645;"br />  <br /> 496 <br /> 7.86290322580645"
"129";"20VK";"Noord-Holland";41781;"De Witte Olifant";"Nieuwe Uilenburgerstraat";"96";"1011 LX";"AMSTERDAM";363;"AMSTERDAM";"Openbaar";206245000;"www.witteolifant.nl";"Nieuwe Uilenburgerstraat";"96";"1011 LX";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"De Witte Olifant";"AMSTERDAM";"Noord-Holland";"PO2707";41781;325;188;137;317;8;0;64;325;188;137;317;8;0;64;0;0;0;0;0;0;0;52.3702799;4.9041764;19.6923076923077;"br />  <br /> 325 <br /> 19.6923076923077"
"130";"20VN";"Noord-Holland";41579;"Pieter Jelles Troelstraschool";"Dr. H. Colijnstraat";"2";"1067 CG";"AMSTERDAM";363;"AMSTERDAM";"Openbaar";206135296;"www.troelstraschool.nl";"Dr. H. Colijnstraat";"2";"1067 CG";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"P. J. Troelstra";"AMSTERDAM";"Noord-Holland";"PO2707";41579;679;370;309;501;33;145;519;679;370;309;501;33;145;519;0;0;0;0;0;0;0;52.3755838;4.8064164;76.4359351988218;"br />  <br /> 679 <br /> 76.4359351988218"
"131";"20VP";"Noord-Holland";41663;"Basisschool Annie M G Schmidt";"Pieter Langendijkstraat";"44";"1054 ZB";"AMSTERDAM";363;"AMSTERDAM";"Openbaar";206182988;"www.amgs.net";"Pieter Langendijkstraat";"44";"1054 ZB";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";1;"Bs Annie M G Schmidt";"AMSTERDAM";"Noord-Holland";"PO2707";41663;194;106;88;177;5;12;50;193;105;88;176;5;12;49;1;1;0;1;0;0;1;52.3603424;4.8606105;25.7731958762887;"br />  <br /> 194 <br /> 25.7731958762887"
"132";"20VP";"Noord-Holland";41663;"Basisschool Annie M G Schmidt";"Pieter Langendijkstraat";"44";"1054 ZB";"AMSTERDAM";363;"AMSTERDAM";"Openbaar";206182988;"www.amgs.net";"Pieter Langendijkstraat";"44";"1054 ZB";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"Bs Annie M G Schmidt";"AMSTERDAM";"Noord-Holland";"PO2707";41663;381;249;132;368;5;8;62;379;247;132;366;5;8;62;2;2;0;2;0;0;0;52.3603424;4.8606105;16.2729658792651;"br />  <br /> 381 <br /> 16.2729658792651"
"133";"20VU";"Noord-Holland";41663;"De Waterkant";"Bilderdijkpark";"18";"1052 SC";"AMSTERDAM";363;"AMSTERDAM";"Openbaar";206120122;"www.dewaterkant.net";"Bilderdijkpark";"18";"1052 SC";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"De Waterkant";"AMSTERDAM";"Noord-Holland";"PO2707";41663;303;151;152;285;0;18;103;303;151;152;285;0;18;103;0;0;0;0;0;0;0;52.3716637;4.8680091;33.993399339934;"br />  <br /> 303 <br /> 33.993399339934"
"134";"20VX";"Noord-Holland";41663;"Openbare Basisschool Multatuli-School";"Sara Burgerhartstraat";"5";"1055 KV";"AMSTERDAM";363;"AMSTERDAM";"Openbaar";206841740;"                                                                                ";"Sara Burgerhartstraat";"5";"1055 KV";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"OBS Multatuli-School";"AMSTERDAM";"Noord-Holland";"PO2707";41663;344;176;168;281;16;47;201;344;176;168;281;16;47;201;0;0;0;0;0;0;0;52.3827808;4.8477566;58.4302325581395;"br />  <br /> 344 <br /> 58.4302325581395"
"135";"20XA";"Noord-Holland";41781;"Basisschool Oscar Carre";"1e Jan vd Heijdenstr";"161";"1072 TS";"AMSTERDAM";363;"AMSTERDAM";"Openbaar";206799402;"www.oscarcarre.nl";"1e Jan vd Heijdenstr";"161";"1072 TS";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"Basisschool Oscar Carre";"AMSTERDAM";"Noord-Holland";"PO2707";41781;322;199;123;308;9;5;69;321;198;123;307;9;5;69;1;1;0;1;0;0;0;52.3538584;4.8930823;21.4285714285714;"br />  <br /> 322 <br /> 21.4285714285714"
"136";"20XO";"Noord-Holland";41663;"Brede School Zeeheld";"Roggeveenstraat";"14";"1013 PV";"AMSTERDAM";363;"AMSTERDAM";"Openbaar";203445060;"www.bredeschooldezeeheld.nl";"Roggeveenstraat";"14";"1013 PV";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"Brede School Zeeheld";"AMSTERDAM";"Noord-Holland";"PO2707";41663;283;182;101;253;4;26;89;283;182;101;253;4;26;89;0;0;0;0;0;0;0;52.3898642;4.8869078;31.4487632508834;"br />  <br /> 283 <br /> 31.4487632508834"
"137";"20XQ";"Noord-Holland";41663;"De Roos";"Jan van Galenstraat";"105";"1056 BK";"AMSTERDAM";363;"AMSTERDAM";"Openbaar";206122266;"www.obs-deroos.nl";"Jan van Galenstraat";"105";"1056 BK";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"De Roos";"AMSTERDAM";"Noord-Holland";"PO2707";41663;183;89;94;146;8;29;127;183;89;94;146;8;29;127;0;0;0;0;0;0;0;52.3743738;4.8606412;69.3989071038251;"br />  <br /> 183 <br /> 69.3989071038251"
"138";"20XR";"Noord-Holland";41716;"De Rozemarn";"Huntum";"16";"1102 JA";"AMSTERDAM";363;"AMSTERDAM";"Openbaar";206965752;"                                                                                ";"Huntum";"16";"1102 JA";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"De Rozemarn";"AMSTERDAM";"Noord-Holland";"PO2707";41716;294;151;143;222;27;45;152;294;151;143;222;27;45;152;0;0;0;0;0;0;0;52.3090856;4.9612077;51.7006802721088;"br />  <br /> 294 <br /> 51.7006802721088"
"139";"20XS";"Noord-Holland";41716;"De Schakel";"Alexander Dumaslaan";"9";"1102 WD";"AMSTERDAM";363;"AMSTERDAM";"Openbaar";206906577;"www.de-schakel.com";"Alexander Dumaslaan";"9";"1102 WD";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"De Schakel";"AMSTERDAM";"Noord-Holland";"PO2707";41716;344;180;164;245;51;48;124;343;179;164;244;51;48;123;1;1;0;1;0;0;1;52.3236654;4.9421166;36.046511627907;"br />  <br /> 344 <br /> 36.046511627907"
"140";"20XT";"Noord-Holland";41663;"Brede School De Spaarndammerhout";"Revaleiland";"1-B";"1014 ZG";"AMSTERDAM";363;"AMSTERDAM";"Openbaar";206829114;"www.despaarndammerhout.nl";"Revaleiland";"1-B";"1014 ZG";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"Brede Sch De Spaarndammerhout";"AMSTERDAM";"Noord-Holland";"PO2707";41663;133;85;48;115;4;14;41;132;84;48;114;4;14;41;1;1;0;1;0;0;0;52.3927129;4.8785478;30.8270676691729;"br />  <br /> 133 <br /> 30.8270676691729"
"141";"20XU";"Noord-Holland";41781;"Olympia";"Stadionkade";"113";"1076 BN";"AMSTERDAM";363;"AMSTERDAM";"Openbaar";204712265;"www.olympiaschool.nl";"Stadionkade";"113";"1076 BN";"AMSTERDAM";44;"Amsterdam";20;"Zuidelijk Noord-Holland";21;"Agglomeratie Amsterdam";23;"Groot-Amsterdam";15;"Zuid-Noord-Holland";21;"Agglomeratie Amsterdam";0;"Olympia";"AMSTERDAM";"Noord-Holland";"PO2707";41781;291;137;154;278;6;7;72;291;137;154;278;6;7;72;0;0;0;0;0;0;0;52.3428643;4.862451;24.7422680412371;"br />  <br /> 291 <br /> 24.7422680412371"
